,Restaurant,Food_Name,Nutrients,Calories
38,Taco Bell,Burrito Supreme - Steak,"[{'value': 18, 'attr_id': 203}, {'value': 12, 'attr_id': 204}, {'value': 49, 'attr_id': 205}, {'value': 370, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 7, 'attr_id': 291}, {'value': 260, 'attr_id': 301}, {'value': 4.5, 'attr_id': 303}, {'value': 1090, 'attr_id': 307}, {'value': 500, 'attr_id': 318}, {'value': 4.8, 'attr_id': 401}, {'value': 35, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 5, 'attr_id': 606}]",370
39,Taco Bell,Beefy Fritos Burrito,"[{'value': 13, 'attr_id': 203}, {'value': 18, 'attr_id': 204}, {'value': 57, 'attr_id': 205}, {'value': 440, 'attr_id': 208}, {'value': 3, 'attr_id': 269}, {'value': 5, 'attr_id': 291}, {'value': 130, 'attr_id': 301}, {'value': 2.7, 'attr_id': 303}, {'value': 1000, 'attr_id': 307}, {'value': 200, 'attr_id': 318}, {'value': 1.2, 'attr_id': 401}, {'value': 20, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 4.5, 'attr_id': 606}]",440
40,Taco Bell,Burrito Supreme - Chicken,"[{'value': 19, 'attr_id': 203}, {'value': 11, 'attr_id': 204}, {'value': 48, 'attr_id': 205}, {'value': 370, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 7, 'attr_id': 291}, {'value': 260, 'attr_id': 301}, {'value': 3.6, 'attr_id': 303}, {'value': 1080, 'attr_id': 307}, {'value': 500, 'attr_id': 318}, {'value': 4.8, 'attr_id': 401}, {'value': 35, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 4.5, 'attr_id': 606}]",370
41,Taco Bell,Grilled Breakfast Burrito - Sausage,"[{'value': 11, 'attr_id': 203}, {'value': 17, 'attr_id': 204}, {'value': 36, 'attr_id': 205}, {'value': 340, 'attr_id': 208}, {'value': 3, 'attr_id': 269}, {'value': 2, 'attr_id': 291}, {'value': 130, 'attr_id': 301}, {'value': 3.6, 'attr_id': 303}, {'value': 730, 'attr_id': 307}, {'value': 200, 'attr_id': 318}, {'value': 1.2, 'attr_id': 401}, {'value': 110, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 5, 'attr_id': 606}]",340
42,Taco Bell,Chili Cheese Burrito (regional),"[{'value': 16, 'attr_id': 203}, {'value': 17, 'attr_id': 204}, {'value': 40, 'attr_id': 205}, {'value': 370, 'attr_id': 208}, {'value': 2, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 390, 'attr_id': 301}, {'value': 3.6, 'attr_id': 303}, {'value': 960, 'attr_id': 307}, {'value': 500, 'attr_id': 318}, {'value': 1.2, 'attr_id': 401}, {'value': 40, 'attr_id': 601}, {'value': 0.5, 'attr_id': 605}, {'value': 8, 'attr_id': 606}]",370
43,Taco Bell,Fresco Burrito Supreme - Chicken,"[{'value': 17, 'attr_id': 203}, {'value': 8, 'attr_id': 204}, {'value': 47, 'attr_id': 205}, {'value': 330, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 7, 'attr_id': 291}, {'value': 195, 'attr_id': 301}, {'value': 3.6, 'attr_id': 303}, {'value': 1040, 'attr_id': 307}, {'value': 300, 'attr_id': 318}, {'value': 4.8, 'attr_id': 401}, {'value': 25, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 2.5, 'attr_id': 606}]",330
44,Taco Bell,Grande Scrambler Burrito - Bacon,"[{'value': 21, 'attr_id': 203}, {'value': 33, 'attr_id': 204}, {'value': 65, 'attr_id': 205}, {'value': 650, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 5, 'attr_id': 291}, {'value': 325, 'attr_id': 301}, {'value': 4.5, 'attr_id': 303}, {'value': 1470, 'attr_id': 307}, {'value': 500, 'attr_id': 318}, {'value': 1.2, 'attr_id': 401}, {'value': 225, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 9, 'attr_id': 606}]",650
45,Taco Bell,Grande Scrambler Burrito - Sausage,"[{'value': 19, 'attr_id': 203}, {'value': 34, 'attr_id': 204}, {'value': 65, 'attr_id': 205}, {'value': 640, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 5, 'attr_id': 291}, {'value': 325, 'attr_id': 301}, {'value': 4.5, 'attr_id': 303}, {'value': 1310, 'attr_id': 307}, {'value': 500, 'attr_id': 318}, {'value': 1.2, 'attr_id': 401}, {'value': 220, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 9, 'attr_id': 606}]",640
46,Taco Bell,Grande Scrambler Burrito - Steak,"[{'value': 24, 'attr_id': 203}, {'value': 31, 'attr_id': 204}, {'value': 65, 'attr_id': 205}, {'value': 640, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 5, 'attr_id': 291}, {'value': 325, 'attr_id': 301}, {'value': 5.4, 'attr_id': 303}, {'value': 1480, 'attr_id': 307}, {'value': 500, 'attr_id': 318}, {'value': 1.2, 'attr_id': 401}, {'value': 230, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 8, 'attr_id': 606}]",640
47,Taco Bell,7-Layer Burrito (V),"[{'value': 13, 'attr_id': 203}, {'value': 15, 'attr_id': 204}, {'value': 58, 'attr_id': 205}, {'value': 420, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 8, 'attr_id': 291}, {'value': 325, 'attr_id': 301}, {'value': 3.6, 'attr_id': 303}, {'value': 970, 'attr_id': 307}, {'value': 500, 'attr_id': 318}, {'value': 54, 'attr_id': 401}, {'value': 15, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 6, 'attr_id': 606}]",420
48,Taco Bell,Grilled Breakfast Burrito - Bacon,"[{'value': 13, 'attr_id': 203}, {'value': 17, 'attr_id': 204}, {'value': 37, 'attr_id': 205}, {'value': 350, 'attr_id': 208}, {'value': 3, 'attr_id': 269}, {'value': 2, 'attr_id': 291}, {'value': 130, 'attr_id': 301}, {'value': 2.7, 'attr_id': 303}, {'value': 890, 'attr_id': 307}, {'value': 200, 'attr_id': 318}, {'value': 1.2, 'attr_id': 401}, {'value': 115, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 4.5, 'attr_id': 606}]",350
