,Restaurant,Food_Name,Nutrients,Calories
42,Burger King,Chicken Fries,"[{'value': 13, 'attr_id': 203}, {'value': 17, 'attr_id': 204}, {'value': 20, 'attr_id': 205}, {'value': 280, 'attr_id': 208}, {'value': 1, 'attr_id': 269}, {'value': 1, 'attr_id': 291}, {'value': 850, 'attr_id': 307}, {'value': 35, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 2.5, 'attr_id': 606}]",280
43,Burger King,American Cheese,"[{'value': 2, 'attr_id': 203}, {'value': 3.5, 'attr_id': 204}, {'value': 1, 'attr_id': 205}, {'value': 40, 'attr_id': 208}, {'value': 0, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 180, 'attr_id': 307}, {'value': 10, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 2, 'attr_id': 606}]",40
44,Burger King,Breakfast Syrup,"[{'value': 0, 'attr_id': 203}, {'value': 0, 'attr_id': 204}, {'value': 30, 'attr_id': 205}, {'value': 120, 'attr_id': 208}, {'value': 18, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 15, 'attr_id': 307}, {'value': 0, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 0, 'attr_id': 606}]",120
45,Burger King,Frozen Coke,"[{'value': 0, 'attr_id': 203}, {'value': 0, 'attr_id': 204}, {'value': 35, 'attr_id': 205}, {'value': 130, 'attr_id': 208}, {'value': 35, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 50, 'attr_id': 307}, {'value': 0, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 0, 'attr_id': 606}]",130
46,Burger King,Kids Oatmeal,"[{'value': 4, 'attr_id': 203}, {'value': 3, 'attr_id': 204}, {'value': 32, 'attr_id': 205}, {'value': 170, 'attr_id': 208}, {'value': 12, 'attr_id': 269}, {'value': 3, 'attr_id': 291}, {'value': 260, 'attr_id': 307}, {'value': 5, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 1.5, 'attr_id': 606}]",170
47,Burger King,Bacon Cheeseburger,"[{'value': 17, 'attr_id': 203}, {'value': 16, 'attr_id': 204}, {'value': 27, 'attr_id': 205}, {'value': 320, 'attr_id': 208}, {'value': 7, 'attr_id': 269}, {'value': 1, 'attr_id': 291}, {'value': 710, 'attr_id': 307}, {'value': 55, 'attr_id': 601}, {'value': 0.5, 'attr_id': 605}, {'value': 7, 'attr_id': 606}]",320
48,Jack in the Box,Hamburger,"[{'value': 14, 'attr_id': 203}, {'value': 18, 'attr_id': 204}, {'value': 32, 'attr_id': 205}, {'value': 340, 'attr_id': 208}, {'value': 5, 'attr_id': 269}, {'value': 1, 'attr_id': 291}, {'value': 570, 'attr_id': 307}, {'value': 25, 'attr_id': 601}, {'value': 1, 'attr_id': 605}, {'value': 5, 'attr_id': 606}]",340
49,Jack in the Box,Kids Hamburger,"[{'value': 14, 'attr_id': 203}, {'value': 18, 'attr_id': 204}, {'value': 32, 'attr_id': 205}, {'value': 340, 'attr_id': 208}, {'value': 5, 'attr_id': 269}, {'value': 1, 'attr_id': 291}, {'value': 570, 'attr_id': 307}, {'value': 25, 'attr_id': 601}, {'value': 1, 'attr_id': 605}, {'value': 5, 'attr_id': 606}]",340
50,Jack in the Box,Hamburger with Cheese,"[{'value': 16, 'attr_id': 203}, {'value': 14, 'attr_id': 204}, {'value': 32, 'attr_id': 205}, {'value': 320, 'attr_id': 208}, {'value': 6, 'attr_id': 269}, {'value': 1, 'attr_id': 291}, {'value': 880, 'attr_id': 307}, {'value': 35, 'attr_id': 601}, {'value': 1, 'attr_id': 605}, {'value': 69, 'attr_id': 606}]",320
51,Jack in the Box,Brunch Burger,"[{'value': 37, 'attr_id': 203}, {'value': 55, 'attr_id': 204}, {'value': 32, 'attr_id': 205}, {'value': 770, 'attr_id': 208}, {'value': 3, 'attr_id': 269}, {'value': 2, 'attr_id': 291}, {'value': 730, 'attr_id': 307}, {'value': 320, 'attr_id': 601}, {'value': 2, 'attr_id': 605}, {'value': 22, 'attr_id': 606}]",770
